StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,practice trial 1,practice trial 2,lawyer-male,lawyer-female,lawyer-neutral,doctor-male,doctor-female,doctor-neutral,student-male,student-female_1,student-neutral,model-male,model-female,model-neutral,singer-male,singer-female,singer-neutral,phd-male,phd-female,phd-neutral,baker-male,baker-female,baker-neutral,salesman-male,salesman-female,salesman-neutral,nurse-male,nurse-female,nurse-neutral,wireman-male,wireman-female,wireman-neutral,photographer-male,photographer-female,photographer-neutral,athlete-male,athlete-female,athlete-neutral,filler 1,filler 2,filler 3,filler 4,filler 5,filler 6,filler 7,filler 8,filler 9,filler 10,filler 11,filler 12,filler 13,filler 14,filler 15,filler 16,filler 17,filler 18,filler 19,filler 20,filler 21,filler 22,filler 23,filler 24,性别,语言,学习阶段,年级,年级,询问
2022-07-03 06:48:47,2022-07-03 06:51:56,IP Address,114.250.226.51,100,188,True,2022-07-03 06:51:56,R_OBwFCUmyD2M9gRP,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,,她,,,,他,他,,,,她,,,,他,,她,,,,他,,她,,他,,,他,,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,汉语，英语,高中阶段,,高中三年级,被调查者的中文水平
2022-07-03 06:46:11,2022-07-03 06:52:05,IP Address,112.49.235.155,100,353,True,2022-07-03 06:52:05,R_3fAWjmKWb0ihc7T,,,,,26.0492,119.2906,anonymous,ZH-S,花园,有,,,他/她,,,他/她,,她,,,,他/她,他,,,他,,,,,他/她,他,,,,,她/他,他,,,,她,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,女,中文，英语,高中阶段,,高中三年级,社会工种性别刻板认知
2022-07-03 06:41:54,2022-07-03 06:53:34,IP Address,175.153.169.107,100,699,True,2022-07-03 06:53:34,R_3lLbiBoSt42IfwT,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,,,他,,她,,他,,,,她,,他,,,他,,,,她,,,她,,,,她,,,他,他,,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,这,写生,光,许多,梅花,水果,也,七,被,少年,红,是,儿童,男,中午,高中阶段,,高中一年级,区分人和机器人
2022-07-03 06:52:45,2022-07-03 06:56:24,IP Address,111.197.146.168,100,218,True,2022-07-03 06:56:24,R_3PBQueArrdZO9q0,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,他,,,,她,,,她,,他,,,,她,,,,他,他,,,他,,,,,他,,,他,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,男,英法美日德俄罗斯,高中阶段,,高中二年级,无所谓了，我也是被迫的
2022-07-03 06:51:26,2022-07-03 06:56:47,IP Address,222.129.61.127,100,320,True,2022-07-03 06:56:47,R_XvJmQYNmHbXAkKt,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,,,他,他,,,他,,,,,他,他,,,,她,,,,他,他,,,,她,,,她,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文,高中阶段,,高中二年级,
2022-07-03 06:56:06,2022-07-03 07:00:19,IP Address,61.156.119.225,100,252,True,2022-07-03 07:00:19,R_1EiHeB909SYGafP,,,,,36.061,120.3814,anonymous,ZH-S,花园,有,,她,,,她,,,她,,他,,,,,他,他,,,他,,,,她,,,,她,他,,,他,,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文英文,高中阶段,,高中三年级,
2022-07-03 06:59:04,2022-07-03 07:03:28,IP Address,42.91.140.73,100,264,True,2022-07-03 07:03:29,R_1qfYgsHcZZNhzl2,,,,,36.0647,103.8397,anonymous,ZH-S,花园,有,,,他,,,他,他,,,,,她,他,,,,她,,他,,,,,他,,她,,,,他,他,,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,英语汉语日语,高中阶段,,高中三年级,输入法
2022-07-03 07:00:19,2022-07-03 07:04:12,IP Address,120.230.116.61,100,232,True,2022-07-03 07:04:12,R_6QEa4RYXQGvWKid,,,,,23.1181,113.2539,anonymous,ZH-S,花园,有,,,他,他,,,,,他,,她,,,,他,他,,,,,他,他,,,他,,,他,,,,她,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,男,中文，英文，法文,高中阶段,,高中二年级,学习
2022-07-03 07:00:30,2022-07-03 07:06:08,IP Address,114.246.174.194,100,338,True,2022-07-03 07:06:09,R_3fHPmkLRrI2NFsN,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,,她,,,她,,,,她,,她,,,她,,,她,,,,他,,,她,,,他,,她,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中英  极少的日语,高中阶段,,高中二年级,敏感地感受到对一些职业的任职人性别的模糊界定  且后期问了性别  觉得有一部分可能是调查不同性别对各种职业的人的性别（也许刻板）印象
2022-07-03 07:02:53,2022-07-03 07:07:24,IP Address,223.72.80.242,100,271,True,2022-07-03 07:07:24,R_D2jUaNo5IGApJxn,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,他,,,,她,,,她,,,,他,,,她,他,,,他,,,他,,,,她,,,,她,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,中文 英文,高中阶段,,高中二年级,对语言的把握性
2022-07-03 07:03:23,2022-07-03 07:08:22,IP Address,221.220.60.31,100,298,True,2022-07-03 07:08:22,R_3OqMo9Vm2lzOcgr,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,,她,,,她,,,,她,他,,,,她,,,她,,,,他,,她,,,,他,,,他,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少男,红,是,儿童,男,中文,高中阶段,,高中三年级,人们对性别从事的职业的潜意识认同
2022-07-03 07:04:25,2022-07-03 07:09:21,IP Address,123.123.40.207,100,295,True,2022-07-03 07:09:21,R_3NDQ3hCrIedKp1H,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他,,她,,他,,,他,,,,她,,,,她,,,她,,她,,,,他,,她,,,她,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文,小学阶段,小学六年级,,不知道
2022-07-03 07:04:17,2022-07-03 07:10:16,IP Address,120.245.92.20,100,358,True,2022-07-03 07:10:16,R_1hPYoAG7Cz1nw69,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,他,,,,,她,他,,,,,她,,,他,,她,,他,,,他,,,他,,,他,,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,汉语，英语,高中阶段,,高中二年级,对拼音与句意的理解
2022-07-03 07:06:25,2022-07-03 07:11:44,IP Address,61.51.93.178,100,319,True,2022-07-03 07:11:45,R_2EaxAxBps8PSbXJ,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,他,,,他,,,,她,,他,,,,她,,他,,,他,,,,她,,,,他,他,,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,中英日法徳意,高中阶段,,高中二年级,小学和中学学生对中文中拼音和词语字形的把握
2022-07-03 07:07:39,2022-07-03 07:12:17,IP Address,123.113.226.8,100,278,True,2022-07-03 07:12:17,R_PtDh6HMRTGDIs01,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他,,她,,他,,,,她,,,,他,他,,,,她,,,她,,他,,,,,他,,她,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文,高中阶段,,高中二年级,.
2022-07-03 07:08:59,2022-07-03 07:12:41,IP Address,61.51.137.162,100,222,True,2022-07-03 07:12:42,R_2TS61ttMv3fgfI7,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,,,他/她,,她,,,她,,,她,,,,他 她,他,,,他,,,,她,,他,,,他,,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文 英语,高中阶段,,高中二年级,
2022-07-03 07:10:19,2022-07-03 07:14:13,IP Address,221.221.217.191,100,233,True,2022-07-03 07:14:13,R_3qyUmnLuPoQ6t4R,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,,她,,,她,,他,,,,她,,,她,,,她,,,,他,,,他,,她,,,,他,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文,高中阶段,,高中一年级,中文水平？
2022-07-03 07:10:24,2022-07-03 07:15:37,IP Address,222.131.243.203,100,312,True,2022-07-03 07:15:37,R_1l9vmZKXlbp2iAd,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,,,他,,,他,,,她,他,,,他,,,他,,,,她,,,她,,,,他,他,,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文英文,高中阶段,,高中一年级,拼音文字？她/他？性别？
2022-07-03 07:12:52,2022-07-03 07:17:33,IP Address,114.250.36.86,100,280,True,2022-07-03 07:17:33,R_pud8xkCeWgNKnRL,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,他,,,,,他,他,,,他,,,,,他,,,他,他,,,他,,,,,他,他,,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文 英语,高中阶段,,高中二年级,汉字敏感程度
2022-07-03 07:13:17,2022-07-03 07:18:38,IP Address,223.72.77.147,100,321,True,2022-07-03 07:18:39,R_2ahiFBZQsQhMfzT,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,,,她/他,他,,,,,她,,她,,,她,,,她,,,,她/他,,她,,他,,,,她,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,英语、中文,高中阶段,,高中二年级,对职业、主语的第一认识？
2022-07-03 07:16:46,2022-07-03 07:20:36,IP Address,223.104.40.53,100,230,True,2022-07-03 07:20:37,R_2PApZWGIhNTMTHj,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,,她,,他,,,,,他,他,,,,她,,他,,,,她,,,,她,他,,,,,他,,,她,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,普通话  英语 法语 意大利语 德语 冰岛语,高中阶段,,高中三年级,职业的性别刻板印象
2022-07-03 07:18:54,2022-07-03 07:22:53,IP Address,111.193.85.63,100,239,True,2022-07-03 07:22:54,R_wSjWyY4MsbjWbCx,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,她他,,,她他,,,她他,,她,,,,她他,他,,,,,她他,,,她他,他,,,,,她他,他,,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,女,简体中文，英文,高中阶段,,高中三年级,性别问题，大家对职业的刻板印象。好有创意
2022-07-03 07:21:34,2022-07-03 07:26:29,IP Address,223.66.116.209,100,294,True,2022-07-03 07:26:29,R_vC8HAPng53SsB6p,,,,,32.7705,113.561,anonymous,ZH-S,花园,有,他,,,他,,,他,,,,她,,,她,,,,她,,她,,,她,,,,她,,她,,,她,,,,她,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,汉语 英语,高中阶段,,高中一年级,性别刻板印象与职业的关系
2022-07-03 07:29:10,2022-07-03 07:35:55,IP Address,20.239.141.105,100,405,True,2022-07-03 07:35:55,R_01bjJua9hdLWhZT,,,,,22.2908,114.1501,anonymous,ZH-S,花园,有,他,,,,她,,,,他,,,她,,她,,他,,,,她,,他,,,他,,,,,他,,,他,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文，英语，一些法语,高中阶段,,高中二年级,中文中性别使用问题？不同的“他”之间的常见使用方式？或者是可以通过答案了解到的人们使用的不同输入法？
2022-07-03 07:34:27,2022-07-03 07:39:31,IP Address,221.223.193.185,100,303,True,2022-07-03 07:39:31,R_12xxG8xUTimS18Z,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他,他,,,他,,,,她,,他,,,,,他,,,他,,,他,,她,,,她,,,她,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文,高中阶段,,高中二年级,对没有男女提示时对男女的认知？不过如果这样，没有提示我都按书上一般用男性他
2022-07-03 07:39:50,2022-07-03 07:45:25,IP Address,223.104.162.122,100,335,True,2022-07-03 07:45:26,R_22qMijbyIms6DzM,,,,,27.996,120.6664,anonymous,ZH-S,花园,有,,她,,,,它,,她,,他,,,,,它,,她,,他,,,,她,,,,它,,,它,他,,,,,它,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文,高中阶段,,高中一年级,不知道
2022-07-03 07:42:29,2022-07-03 07:48:49,IP Address,114.245.195.184,100,380,True,2022-07-03 07:48:50,R_1oBghK8ntYdVXfM,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,,她,,他,,,他,,,,她,,,,他,,,他,,,她,,她,,他,,,,,他,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,中文 英文 法语,高中阶段,,高中三年级,汉语拼音 以及她和他的使用语境
2022-07-03 07:52:20,2022-07-03 07:57:54,IP Address,118.144.11.9,100,333,True,2022-07-03 07:57:54,R_2zILfvcVxrJmene,,,,,34.7732,113.722,anonymous,ZH-S,花园,有,,,他,,她,,,,他,,,他,他,,,他,,,,她,,他,,,他,,,,她,,他,,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,汉语（中国大陆标准普通话、湖南方言、北京方言、四川方言）、英语,高中阶段,,高中二年级,汉语母语者在日常的语言使用中对人称代词、介词的细节区分情况
2022-07-03 08:02:11,2022-07-03 08:06:55,IP Address,103.3.138.152,100,283,True,2022-07-03 08:06:55,R_3ITd5v93xt8mWxD,,,,,43.8006,87.6012,anonymous,ZH-S,花园,有,,她,,他,,,他,,,他,,,,,她,他,,,,她,,,她,,,,他,他,,,,她,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,国语,高中阶段,,高中三年级,刻板印象
2022-07-03 07:51:01,2022-07-03 08:11:35,IP Address,46.135.32.216,100,1233,True,2022-07-03 08:11:35,R_1QFsnev1hkhg5g0,,,,,50.1002,14.5497,anonymous,ZH-S,花园,有,他,,,他,,,,,他,,她,,,,他,,,他,他,,,他,,,,,他,,,他,,,他,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,汉语,高中阶段,,高中二年级,同音字
2022-07-03 08:10:44,2022-07-03 08:22:40,IP Address,125.33.228.253,100,715,True,2022-07-03 08:22:40,R_3I5bU17QcoGGzPP,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,,她,,,,他,,,她,他,,,,她,,,,他,,她,,,她,,,她,,,她,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文，英文,高中阶段,,高中二年级,代词和性别，还有对于职业的印象。也许是刻板印象。年龄是一个因素可能？还有打字和标准汉语？
2022-07-03 08:23:19,2022-07-03 08:28:30,IP Address,223.104.40.58,100,310,True,2022-07-03 08:28:30,R_yZTYLq5eOIzyysh,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他,,,他,,她,,他,,,,她,,,她,,他,,,,,她,他,,,,,他,,她,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文  英语,高中阶段,,高中二年级,汉语的细节
2022-07-03 08:33:51,2022-07-03 08:37:49,IP Address,123.113.229.157,100,237,True,2022-07-03 08:37:49,R_1QrvKh6rItGqDlE,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他,他,,,,她,,,,她,,,他,他,,,,,他,他,,,,她,,,她,,他,,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,汉语,小学阶段,小学三年级,,性别
2022-07-03 08:52:37,2022-07-03 09:01:45,IP Address,114.255.249.183,100,547,True,2022-07-03 09:01:45,R_3hxUTD9ncEzrhpC,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,,,他,,,他,,,他,,她,,,她,,,她,,他,,,,,她,,她,,,她,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文，英语,高中阶段,,高中二年级,拼音
2022-07-03 08:57:49,2022-07-03 09:04:52,IP Address,123.116.207.179,100,423,True,2022-07-03 09:04:53,R_2q8fZCRVTXzDIai,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,他,,,他,,,,她,,,她,,他,,,他,,,,,他,他,,,他,,,他,,,他,,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文,高中阶段,,高中二年级,他、她的正确使用
2022-07-03 09:00:44,2022-07-03 09:06:21,IP Address,120.245.100.6,100,337,True,2022-07-03 09:06:21,R_2rwnj8acofzVeYx,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他,,她,,他,,,,她,,,,他,他,,,他,,,,她,,他,,,,,他,,,他,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,汉语,小学阶段,小学三年级,,性别
2022-07-03 09:15:45,2022-07-03 09:23:44,IP Address,1.203.117.80,100,479,True,2022-07-03 09:23:45,R_bvBehga2Zebv60N,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,,他（她）,,,他,他,,,,,她,,,她,,,他,他,,,,,他,,她,,他,,,,,他,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,女,中文,高中阶段,,高中二年级,人们对职业的性别认同
2022-07-03 09:04:13,2022-07-03 09:26:40,IP Address,106.108.49.169,100,1347,True,2022-07-03 09:26:41,R_4OuHjwPTsRjC4LL,,,,,27.69,106.906,anonymous,ZH-S,花园,有,他,,,他,,,,,她,他,,,他,,,,她,,,,她,,,他,,她,,,她,,,她,,,,她,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文和英文,高中阶段,,高中三年级,性别刻板印象
2022-07-03 09:31:07,2022-07-03 09:38:38,IP Address,120.244.194.126,100,451,True,2022-07-03 09:38:38,R_DGDVmT8VRgPCarf,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,,她,,,,他,,她,,,她,,,,她,,她,,他,,,他,,,,她,,他,,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,汉语,小学阶段,小学一年级,,语言
2022-07-03 10:23:02,2022-07-03 10:26:31,IP Address,120.244.204.252,100,208,True,2022-07-03 10:26:31,R_31ZzpWiThEG9hGz,,,,,39.9075,116.3972,anonymous,ZH-S,花园,有,,她,,他,,,,她,,他,,,,,他,他,,,,她,,,她,,,,他,他,,,,,他,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文 英文,高中阶段,,高中三年级,
2022-07-03 17:32:12,2022-07-03 17:39:17,IP Address,203.160.86.92,100,425,True,2022-07-03 17:39:17,R_2B8RMUtrmku2MPo,,,,,22.2908,114.1501,anonymous,ZH-S,花園,有,,,他,,,他,,她,,,,他,他,,,,她,,他,,,,,他,他,,,,,他,,她,,,她,,幸福,排隊,認同,時間,所有,這,有,香味,大約,天氣,三,著,寫生,光,許多,梅花,水果,也,七,北,少年,紅,是,兒童,男,英文,高中阶段,,高中二年级,中文水平
2022-07-03 19:40:50,2022-07-03 19:45:58,IP Address,122.233.192.125,100,307,True,2022-07-03 19:45:58,R_1IlS9Q9nwCbLbOo,,,,,30.2994,120.1612,anonymous,ZH-S,花园,有,他,,,,她,,他,,,,她,,,她,,,,他,,,他,他,,,,她,,,,他,他,,,他,,,幸福,排队,认同,时间,所有,这,有,腥味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,中文、英语、日语,高中阶段,,高中三年级,性别认同和语言使用的关系
2022-07-03 19:56:05,2022-07-03 20:01:39,IP Address,117.136.63.161,100,333,True,2022-07-03 20:01:39,R_79cVjVJgsB2BLih,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,,她,,,她,,,,他,,她,,他,,,他,,,,,她,,,她,他,,,,她,,他,,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中文,小学阶段,小学四年级,,细致
2022-07-03 19:57:46,2022-07-03 20:05:08,IP Address,182.139.94.167,100,441,True,2022-07-03 20:05:08,R_1hWsHhJOf3kNoc1,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,他,,,,,他,,,他,,,她,,她,,,她,,,她,,他,,,,她,,,,他,,,他,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,女,汉语,小学阶段,小学四年级,,看拼音写字
2022-07-03 20:03:37,2022-07-03 20:14:57,IP Address,118.122.102.179,100,679,True,2022-07-03 20:14:57,R_5nkm3yPtw3xosM1,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,,,他,,她,,,她,,,她,,,她,,,,他,,,他,他,,,,,她,他,,,,,他,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,女,中文,高中阶段,,高中三年级,不知道
2022-07-03 20:07:04,2022-07-03 20:15:47,IP Address,171.218.18.32,100,523,True,2022-07-03 20:15:48,R_3JCagWEKyFKPtKN,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,他,,,他,,,,她,,他,,,,,她,,她,,,她,,,,他,他,,,他,,,他,,,,,他,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,页,七,北,少年,红,似,儿童,女,中文,小学阶段,小学五年级,,不知道
2022-07-03 20:13:47,2022-07-03 20:20:35,IP Address,101.206.167.64,100,407,True,2022-07-03 20:20:35,R_ZJL773k3RPKEQvL,,,,,30.6498,104.0555,anonymous,ZH-S,欢原,有,他,,,他,,,他,,,,,她,,她,,,她,,,,他,,她：,,,她,,他,,,,她,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也‘,七,北,少南,红,是,儿童,女,中文,高中阶段,,高中三年级,中文情况
2022-07-03 20:12:33,2022-07-03 20:21:37,IP Address,171.93.235.194,100,543,True,2022-07-03 20:21:37,R_12zIfOIA5ZJ1aAx,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,,,他,,,他,他,,,,,他,他,,,,,他,他,,,,,他,,,她,,她,,,她,,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,女,中国语,高中阶段,,高中三年级,国语的基本掌握情况
2022-07-03 20:13:31,2022-07-03 20:21:45,IP Address,117.174.169.18,100,493,True,2022-07-03 20:21:45,R_333GAY1P1FTJR1H,,,,,29.5834,105.0701,anonymous,ZH-S,花园,有,,她,,,她,,,,他,,她,,他,,,他,,,,她,,,她,,,她,,他,,,他,,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,后红,是,儿童,女,中文,小学阶段,小学四年级,,研究学生阅读阶段
2022-07-03 20:17:02,2022-07-03 20:24:24,IP Address,101.207.85.113,100,442,True,2022-07-03 20:24:24,R_1Dx4UZ8Tr9w4hL5,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,他,,,他,,,,,他,,她,,,,他,,她,,他,,,,,他,他,,,,,他,他,,,,她,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,是,儿童,男,中文,小学阶段,小学二年级,,汉语水平
2022-07-03 20:19:37,2022-07-03 20:24:31,IP Address,222.209.25.231,100,293,True,2022-07-03 20:24:31,R_2S2B5HDLM5NwITs,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,,她,,,,他,他,,,他,,,他,,,他,,,,她,,他,,,,,她,,,他,,,他,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水鬼,也,七,北,少年,红,是,儿童,女,中国话,小学阶段,小学三年级,,不知道
2022-07-03 20:21:45,2022-07-03 20:26:27,IP Address,222.210.45.95,100,281,True,2022-07-03 20:26:27,R_1rcuHwPWychjPAi,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,,,他,,她,,,她,,,,他,,她,,他,,,,,他,,她,,,,他,,,他,,,他,他,,,幸福,排队,认同,时间,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,同,是,儿童,女,中文,小学阶段,小学三年级,,拼音
2022-07-03 20:20:53,2022-07-03 20:26:56,IP Address,171.92.89.18,100,362,True,2022-07-03 20:26:56,R_sNlo3CJWkuQ57RT,,,,,30.6498,104.0555,anonymous,ZH-S,花园,有,他,,,他,,,,她,,他,,,,,他,,,她,他,,,,,她,,她,,,她,,他,,,,,他,兴奋,排队,认同,实践,所有,这,有,香味,大约,天气,三,着,写生,光,许多,梅花,水果,也,七,北,少年,红,似,儿童,女,中文，英文，西班牙,小学阶段,小学四年级,,语言内涵
